movieid,moviename,year,genres
7898,"Angels with Dirty Faces",1938,Crime|Drama
7900,Shadows,1959,Drama
7903,"Taxi 3",2003,Action|Comedy
7907,"Our Hospitality",1923,Comedy
7908,"All of Me",1984,Comedy|Fantasy
7910,"Lassie Come Home",1943,Adventure|Children|Drama
7912,Overboard,1987,Comedy|Romance
7915,"Butterfield 8",1960,Drama
7916,"Johnny Guitar",1954,Western
7917,"Sister My Sister",1994,Drama
7920,"Fahrenheit 9/11",2004,Documentary
7921,Roxanne,1987,Comedy|Romance
7924,"Dr. Terror's House of Horrors",1965,Horror|Sci-Fi
7927,"Book of Life",1998,Comedy
7929,"Hard Times",1975,Action|Drama
7932,Tank,1984,Action|Comedy|Drama
7934,"Spider-Man 2",2004,Action|Adventure|Sci-Fi
7938,"King Arthur",2004,Action|Adventure|Drama|War
7939,"Anchorman: The Legend of Ron Burgundy",2004,Comedy
7940,Sleepover,2004,Comedy
7942,"I, Robot",2004,Action|Adventure|Sci-Fi|Thriller
7945,"Follow That Dream",1962,Musical
7948,"Long Day's Journey Into Night",1962,Drama
7949,"Man of La Mancha",1972,Adventure|Comedy|Musical
7952,"Prince Valiant",1954,Adventure
7956,Zandalee,1991,Drama|Thriller
7959,"How the West Was Won",1962,Adventure|Drama|Western
7960,"Joan of Arc",1948,Action|Drama
7964,Catwoman,2004,Action|Crime|Fantasy
7984,Morituri,1965,Drama|War
7988,Slaughterhouse-Five,1972,Comedy|Drama|Sci-Fi|War
7998,"Destination Tokyo",1943,Adventure|War
7999,"Dr. Jekyll and Ms. Hyde",1995,Comedy|Horror
8001,"Fausto 5.0",2001,Horror
8009,"Mr. Blandings Builds His Dream House",1948,Comedy
8010,"My Favorite Wife",1940,Comedy|Romance
8012,"Night and Day",1946,Drama|Musical
8023,"Goodbye, Columbus",1969,Comedy|Drama|Romance
8028,"To End All Wars",2001,Action|Drama|War
8032,"Love Happy",1949,Comedy
8034,"Out of the Blue",1980,Drama
8035,Crimetime,1996,Thriller
8037,"Mamma Roma",1962,Drama
8040,"Night Patrol",1984,Comedy
8051,"Unprecedented: The 2000 Presidential Election",2002,Documentary
8055,"Lovers and Other Strangers",1970,Comedy
8056,Kotch,1971,Comedy|Drama
8063,"This Gun for Hire",1942,Crime|Film-Noir|Thriller
8064,"Black Angel",1946,Drama|Film-Noir|Mystery
8066,"Criss Cross",1949,Crime|Drama|Film-Noir
8071,"Sherlock Holmes and the Secret Weapon",1942,Crime|Mystery|Sci-Fi|Thriller
8077,"Bon Voyage",2003,Comedy|Drama
8080,Thunderbirds,2004,Action|Adventure|Fantasy|Sci-Fi
8082,"Garden State",2004,Comedy|Drama|Romance
8087,"Castle Keep",1969,Drama|War
8088,"Revengers Tragedy",2002,Comedy|Horror
8090,Octane,2003,Horror|Thriller
8091,PTU,2003,Crime|Drama
8095,Salesman,1969,Documentary
8096,Collateral,2004,Action|Crime|Drama|Thriller
8097,"Little Black Book",2004,Comedy|Romance
8098,"Code 46",2003,Romance|Sci-Fi
8099,"In the Soup",1992,Comedy|Drama
8107,"Danny Deckchair",2003,Comedy|Romance
8108,"AVP: Alien vs. Predator",2004,Action|Horror|Sci-Fi|Thriller
8111,"We Don't Live Here Anymore",2004,Drama
8112,"Without a Paddle",2004,Comedy
8113,"Exorcist: The Beginning",2004,Drama|Horror|Thriller
8127,"Benji: Off the Leash!",2004,Children|Drama
8128,"Anacondas: The Hunt for the Blood Orchid",2004,Adventure|Drama|Horror|Sci-Fi|Thriller
8129,"Suspect Zero",2004,Crime|Drama|Horror|Thriller
8131,"Vanity Fair",2004,Drama|Romance
8133,Paparazzi,2004,Drama|Thriller
8134,"Wicker Park",2004,Drama|Romance|Thriller
8135,Triggermen,2002,Comedy|Crime
8136,"Alice Doesn't Live Here Anymore",1974,Drama|Romance
8139,"Seeing Other People",2004,Comedy
8145,"Graffiti Bridge",1990,Drama|Musical
8147,"Under the Cherry Moon",1986,Comedy|Drama|Musical|Romance
8149,Smile,1975,Comedy
8150,"Lord Jim",1965,Adventure|Drama
8152,"Night of the Demons",1988,Horror
8153,Witchboard,1986,Horror|Mystery|Thriller
8154,"Roller Boogie",1979,Drama
8157,"SuperBabies: Baby Geniuses 2",2004,Comedy
8158,Cellular,2004,Action|Crime|Drama|Mystery|Thriller
8159,"Resident Evil: Apocalypse",2004,Action|Horror|Sci-Fi|Thriller
8160,Criminal,2004,Comedy|Drama
8162,"Sky Captain and the World of Tomorrow",2004,Action|Adventure|Sci-Fi
8163,Wimbledon,2004,Comedy|Romance
8165,"Head in the Clouds",2004,Drama|Romance|War
8166,"First Daughter",2004,Comedy|Romance
8171,"Shaun of the Dead",2004,Comedy|Horror|Romance
8172,"Come Back, Little Sheba",1952,Drama
8176,"Murder on the Orient Express",1974,Crime|Mystery|Thriller
8177,Mask,1985,Drama
8184,"Whispers in the Dark",1992,Thriller
8202,"1492: Conquest of Paradise",1992,Adventure|Drama
8203,"Cannibal Holocaust",1980,Horror
8204,"Shark Tale",2004,Animation|Children|Comedy
8205,"Ladder 49",2004,Action|Drama|Thriller
8207,"I Heart Huckabees",2004,Comedy|Drama
8208,"Raise Your Voice",2004,Drama|Romance
8210,"Around the Bend",2004,Drama
8211,Primer,2004,Drama|Mystery|Sci-Fi|Thriller
8212,"Stage Beauty",2004,Drama
8214,"Team America: World Police",2004,Action|Adventure|Animation|Comedy|Drama
8215,Eulogy,2004,Comedy|Crime|Drama
8216,P.S.,2004,Comedy|Drama|Fantasy|Romance
8220,Tess,1979,Drama|Romance
8221,"I Wanna Hold Your Hand",1978,Comedy
8228,"Born Rich",2003,Documentary
8234,"Friday Night Lights",2004,Action|Drama
8235,Tarnation,2003,Documentary
8240,"Being Julia",2004,Comedy|Drama
8243,"Surviving Christmas",2004,Comedy
8245,Alfie,2004,Comedy|Drama|Romance
8246,Sideways,2004,Adventure|Comedy|Drama|Romance
8248,"Vera Drake",2004,Drama
8249,"Falling Angels",2003,Drama
8252,Undertow,2004,Crime|Drama|Thriller
8253,"Enduring Love",2004,Drama
8254,Saw,2004,Crime|Horror|Mystery|Thriller
8259,"Fade to Black",2004,Documentary
8260,"It's All About Love",2003,Drama|Romance|Sci-Fi|Thriller
8263,Kinsey,2004,Drama
8264,"Seed of Chucky",2004,Comedy|Horror
8265,"After the Sunset",2004,Action|Adventure|Comedy|Crime|Thriller
8266,"Bridget Jones: The Edge of Reason",2004,Comedy|Drama|Romance
8267,"Finding Neverland",2004,Drama
8269,"National Treasure",2004,Action|Adventure|Drama|Mystery|Thriller
8274,Alexander,2004,Action|Adventure|Drama|War
8275,"Christmas with the Kranks",2004,Children|Comedy
8279,"I Am David",2003,Drama
8281,"Ocean's Twelve",2004,Action|Comedy|Crime|Thriller
8282,"Blade: Trinity",2004,Action|Fantasy|Horror|Thriller
8284,"Bush's Brain",2004,Documentary
8285,Cinderfella,1960,Comedy
8286,"Damn Yankees!",1958,Comedy|Musical
8296,"That's Entertainment, Part II",1976,Documentary
8297,"That's Entertainment! III",1994,Documentary
8299,"Alexander the Great",1956,Drama
8301,D.A.R.Y.L.,1985,Adventure|Children|Sci-Fi
8308,"Portrait of Jennie",1948,Drama|Fantasy|Mystery|Romance
8310,"Secret Honor",1984,Drama
8311,"Since You Went Away",1944,Drama|War
8314,Twist,2003,Drama
8315,"Control Room",2004,Documentary|War
8321,"Sherlock Jr.",1924,Comedy|Fantasy|Romance
8323,Greed,1924,Drama
8331,"Steamboat Bill, Jr.",1928,Comedy|Romance
8333,"Little Caesar",1931,Crime|Drama
8335,"Monkey Business",1931,Comedy
8338,Scarface,1932,Crime|Drama|Film-Noir
8340,Vampyr,1932,Fantasy|Horror
8341,"Dinner at Eight",1933,Comedy|Drama|Romance
8342,"Gold Diggers of 1933",1933,Musical
8347,Fury,1936,Drama|Film-Noir
8348,"Libeled Lady",1936,Comedy|Romance
8349,"Mr. Deeds Goes to Town",1936,Comedy|Romance
8352,Camille,1936,Drama|Romance
8353,"Dead End",1937,Crime|Drama
8354,"Nothing Sacred",1937,Comedy|Romance
8356,"Stage Door",1937,Drama
8357,Holiday,1938,Comedy|Drama|Romance
8359,"Wuthering Heights",1939,Drama|Romance
8362,"Ball of Fire",1941,Comedy|Romance
8363,"Here Comes Mr. Jordan",1941,Comedy|Fantasy|Romance
8366,"Random Harvest",1942,Drama|Romance
8367,"Action in the North Atlantic",1943,Action|War
8368,"Heaven Can Wait",1943,Comedy|Fantasy|Romance
8371,"Cover Girl",1944,Comedy|Musical
8375,"Ministry of Fear",1944,Drama|Film-Noir|Thriller
8377,"Mr. Skeffington",1944,Drama|Romance
8378,"Passage to Marseille",1944,Adventure|Drama|War
8380,"They Were Expendable",1945,Drama|War
8381,"Great Expectations",1946,Drama
8385,"Odd Man Out",1947,Crime|Drama|Film-Noir|Thriller
8387,"3 Godfathers",1948,Drama|Western
8389,"Fort Apache",1948,Western
8391,"Letter from an Unknown Woman",1948,Drama|Romance
8394,"They Live by Night",1948,Crime|Film-Noir|Romance
8396,"Unfaithfully Yours",1948,Comedy
8397,"In the Good Old Summertime",1949,Musical
8402,"King Solomon's Mines",1950,Action|Adventure|Romance
8405,Carrie,1952,Drama|Romance
8408,"Magnificent Obsession",1954,Drama|Romance
8416,"Teacher's Pet",1958,Comedy|Romance
8419,Pickpocket,1959,Crime|Drama
8429,"Mutiny on the Bounty",1962,Adventure|Drama
8432,McLintock!,1963,Comedy|Western
8436,Becket,1964,Drama
8442,Onibaba,1964,Drama|Horror|War
8448,"Dracula: Prince of Darkness",1966,Horror|Mystery
8451,"In Harm's Way",1965,Drama|War
8457,"Au Hasard Balthazar",1966,Drama
8458,Batman,1966,Action|Adventure|Children|Comedy
8459,Khartoum,1966,Action|Adventure|Drama|War
8465,"Point Blank",1967,Action|Crime|Drama|Thriller
8468,"Two for the Road",1967,Comedy|Drama|Romance
8470,"Dracula Has Risen from the Grave",1968,Horror|Romance|Thriller
8473,"Yours, Mine and Ours",1968,Children|Comedy
8474,"Alice's Restaurant",1969,Comedy|Drama
8475,"Colossus: The Forbin Project",1970,Sci-Fi|Thriller
8477,More,1969,Crime|Drama|Romance
8480,"Hi, Mom!",1970,Comedy
8482,"On a Clear Day You Can See Forever",1970,Comedy|Musical|Romance
8483,Performance,1970,Crime|Drama|Thriller
8487,"Johnny Got His Gun",1971,Drama|War
8489,"Mon Oncle Antoine",1971,Drama
8491,"Dr. Phibes Rises Again",1972,Adventure|Comedy|Horror|Romance
8494,"Lady Sings the Blues",1972,Drama|Musical
8497,"Charley Varrick",1973,Crime|Drama|Thriller
8498,"Dark Star",1974,Comedy|Sci-Fi|Thriller
8502,Scarecrow,1973,Drama
8505,"California Split",1974,Comedy|Drama
8513,"Night Moves",1975,Crime|Thriller
8518,"Harlan County U.S.A.",1976,Documentary
8520,"Silver Streak",1976,Action|Comedy|Crime
8522,"High Anxiety",1977,Comedy|Thriller
8534,"Bad Boys",1983,Action|Crime|Drama
8535,"Blue Thunder",1983,Action|Crime|Drama
8536,"D.C. Cab",1983,Action|Comedy
8538,"Merry Christmas Mr. Lawrence",1983,Drama|War
8540,"Rock & Rule",1983,Adventure|Animation|Musical|Sci-Fi
8541,"Rumble Fish",1983,Drama
8542,"Star 80",1983,Drama
8544,"To Be Or Not To Be",1983,Comedy|Romance|War
8545,"Twilight Zone: The Movie",1983,Fantasy|Horror|Sci-Fi|Thriller
8547,Yellowbeard,1983,Action|Adventure|Comedy
8548,"Another Country",1984,Drama|Romance
8550,"Cloak & Dagger",1984,Action|Adventure|Children|Crime|Mystery|Thriller
8551,"Electric Dreams",1984,Comedy|Drama|Romance|Sci-Fi
8556,"Heaven Help Us",1985,Comedy|Drama
8558,"Mishima: A Life in Four Chapters",1985,Action|Drama
8560,"Spies Like Us",1985,Comedy
8562,"Vision Quest",1985,Drama|Romance
8563,"White Nights",1985,Drama
8564,"'Round Midnight",1986,Drama|Musical
8566,"Club Paradise",1986,Comedy
8575,"Cobra Verde",1987,Adventure|Drama
8576,"Killer Klowns from Outer Space",1988,Comedy|Horror|Sci-Fi
8579,"Monsieur Hire",1989,Crime|Romance|Thriller
8581,"Black Rainbow",1989,Thriller
8582,Cry-Baby,1990,Comedy|Musical|Romance
8584,Downtown,1990,Action|Comedy
8585,"Ghost Dad",1990,Comedy|Fantasy
8586,"Hard to Kill",1990,Action|Crime|Drama
8590,Lionheart,1990,Action
8591,"Narrow Margin",1990,Crime|Thriller
8593,"Nuns on the Run",1990,Comedy|Crime
8594,"State of Grace",1990,Crime|Drama|Thriller
8601,"Other People's Money",1991,Comedy|Drama|Romance
8602,"Out for Justice",1991,Action|Crime|Drama|Thriller
8605,Diggstown,1992,Drama
8610,"Shining Through",1992,Drama|Romance|Thriller|War
8614,"Bad Boy Bubby",1993,Drama
8618,"Mr. Nanny",1993,Action|Children|Comedy
8627,"Major League II",1994,Comedy
8632,"Tromeo and Juliet",1996,Comedy|Drama
8637,Gummo,1997,Drama
8642,"Safe House",1998,Thriller
8645,Thursday,1998,Action|Crime|Thriller
8650,"Taxi 2",2000,Action|Comedy
8652,2046,2004,Drama|Romance|Sci-Fi
8660,"Late Night Shopping",2001,Comedy
8664,Dagon,2001,Fantasy|Horror|Mystery|Thriller
8665,"Ripley's Game",2002,Drama|Thriller
8666,Conspiracy,2001,Drama|War
8667,"Jalla! Jalla!",2000,Comedy|Drama|Romance
8671,Blueberry,2004,Adventure|Western
8672,"Shackleton's Antarctic Adventure",2001,Documentary|IMAX
8673,Kairo,2001,Horror|Mystery|Thriller
8680,Fubar,2002,Comedy|Documentary
8684,"Dead End",2003,Comedy|Horror|Mystery|Thriller
8688,"Immortel (ad vitam)",2004,Action|Adventure|Fantasy|Sci-Fi
8693,"Herr Lehmann",2003,Comedy|Drama
8695,"Bright Young Things",2003,Comedy|Drama
8698,11:14,2003,Mystery|Thriller
8712,Unstoppable,2004,Action|Adventure|Comedy|Drama|Thriller
8726,Millions,2004,Children|Comedy|Crime|Drama|Fantasy
8731,Spanglish,2004,Comedy|Drama|Romance
8732,"Festival Express",2003,Documentary|Musical
8734,"Saints and Soldiers",2003,War
8737,"Open Water",2003,Drama|Thriller
8738,"Touch of Pink",2004,Comedy|Drama|Romance
8741,"Layer Cake",2004,Action|Crime|Drama|Thriller
8744,"Flight of the Phoenix",2004,Action|Adventure
8745,"Mean Creek",2004,Drama|Thriller
8748,Machuca,2004,Crime|Drama
8753,"She Hate Me",2004,Comedy|Drama
8754,Azumi,2003,Adventure|Drama|Fantasy|Thriller
8755,"In My Father's Den",2004,Drama
8757,"Metallica: Some Kind of Monster",2004,Documentary
8758,"Going the Distance",2004,Comedy
8760,"Schultze Gets the Blues",2003,Comedy|Drama
8762,DiG!,2004,Documentary
8764,"Word Wars",2004,Comedy|Documentary|Drama
8765,"When Will I Be Loved",2004,Drama
8768,Casshern,2004,Action|Drama|Fantasy|Sci-Fi
8772,"Million Dollar Baby",2004,Drama
8774,"Hell Is for Heroes",1962,Drama|War
8777,"Hotel Rwanda",2004,Drama|War
8779,"Charlie and the Chocolate Factory",2005,Adventure|Children|Comedy|Fantasy
8784,"Beyond the Sea",2004,Drama|Musical
8786,"In Good Company",2004,Comedy|Drama
8787,"Meet the Fockers",2004,Comedy
8791,"Fat Albert",2004,Comedy|Fantasy
8793,"In the Realms of the Unreal",2004,Animation|Documentary
8794,"White Noise",2005,Drama|Mystery|Romance|Thriller
8799,"Last Train from Gun Hill",1959,Drama|Western
8804,"Powwow Highway",1989,Drama
8806,"Little Miss Marker",1934,Comedy|Drama
8811,"I Remember Mama",1948,Children|Drama
8813,Testament,1983,Drama
8814,"Smooth Talk",1985,Drama|Romance
8816,"Hell's Angels",1930,Drama|War
8818,Jinxed!,1982,Comedy
8823,"Man Trouble",1992,Comedy|Romance
8826,Stander,2003,Action|Crime|Drama
8827,"Hester Street",1975,Drama
8831,"Imaginary Heroes",2004,Comedy|Drama
8832,"Sergeant York",1941,Drama|War
8835,Wizards,1977,Animation|Fantasy|Sci-Fi|War
8836,"Abbott and Costello Meet the Invisible Man",1951,Comedy|Sci-Fi
8842,Elektra,2005,Action|Adventure|Crime|Drama
8843,"Racing Stripes",2005,Children|Comedy
8844,"Coach Carter",2005,Drama
8846,Iceman,1984,Drama|Sci-Fi
8847,"Ice Station Zebra",1968,Action|Thriller
8848,"Boys Town",1938,Drama
8849,"Torremolinos 73",2003,Comedy|Drama
8852,"Christmas in July",1940,Comedy|Romance
8860,"Assault on Precinct 13",2005,Action|Crime|Drama|Thriller
8861,"Are We There Yet?",2005,Children|Comedy
8862,"Alone in the Dark",2005,Action|Horror|Sci-Fi|Thriller
8864,"Aliens of the Deep",2005,Documentary|IMAX
8865,Boogeyman,2005,Drama|Horror|Mystery|Thriller
8869,"Employee of the Month",2004,Comedy|Drama
8870,"Magic in the Water",1995,Adventure|Children|Fantasy
8875,"Beau Geste",1939,Action|Adventure|Drama|War
8878,"Double Dragon",1994,Action|Adventure|Sci-Fi
8879,"Mac and Me",1988,Children|Fantasy|Sci-Fi
8881,Rosenstrasse,2003,Drama|War
8890,"El Cid",1961,Action|Adventure|Drama|Romance|War
8897,"Pooh's Heffalump Movie",2005,Animation|Children
8898,"Inside Deep Throat",2005,Documentary
8900,"Bride & Prejudice",2004,Comedy|Musical|Romance
8901,Constantine,2005,Action|Horror|Thriller
8902,"Son of the Mask",2005,Action|Adventure|Comedy|Fantasy
8907,"Bunny Lake Is Missing",1965,Mystery|Thriller
8911,"Night and the City",1950,Film-Noir|Thriller
8914,"Dot the I",2003,Drama|Film-Noir|Thriller
8915,Morocco,1930,Drama|Romance
8919,Zelary,2003,Drama|Romance
8926,5x2,2004,Drama|Romance
8930,"Diary of a Mad Black Woman",2005,Comedy|Drama
8931,Cursed,2005,Horror|Thriller
8935,"Be Cool",2005,Comedy|Crime|Musical
8937,"Walk on Water",2004,Drama|Thriller
8938,Hostage,2005,Action|Crime|Drama|Thriller
8939,Robots,2005,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
8942,"Class Action",1991,Drama
8945,"Kiss the Bride",2002,Drama|Romance
8948,"That Championship Season",1982,Drama
8958,Blackball,2003,Comedy|Drama
8966,"Twentieth Century",1934,Comedy
8967,"My Sister Eileen",1955,Comedy|Musical|Romance
8973,"Cube Zero",2004,Horror|Mystery|Sci-Fi|Thriller
8974,Julia,1977,Drama
8976,"Thirty Seconds Over Tokyo",1944,Drama|War
8978,"Ice Princess",2005,Children|Comedy|Drama
8979,"Melinda and Melinda",2004,Comedy|Drama
8981,"Miss Congeniality 2: Armed and Fabulous",2005,Adventure|Comedy|Crime
8982,"Guess Who",2005,Comedy|Romance
8983,D.E.B.S.,2004,Action|Comedy
8994,"Barbary Coast",1935,Adventure|Drama|Romance|Western
8995,"Stella Dallas",1937,Drama
8998,"Come and Get It",1936,Drama
8999,"Panic in the Streets",1950,Crime|Drama|Film-Noir|Thriller
9000,"Call Northside 777",1948,Crime|Drama|Film-Noir
9003,"Finian's Rainbow",1968,Fantasy|Musical
9011,"Knockin' On Heaven's Door",1997,Action|Comedy|Crime|Drama
9012,"We're No Angels",1955,Comedy|Crime|Drama
9016,"Sin City",2005,Action|Crime|Film-Noir|Thriller
9020,Sahara,2005,Action|Adventure|Comedy
9021,"Fever Pitch",2005,Comedy|Romance
9025,"Eye of the Tiger",1986,Action
9028,Rhinestone,1984,Comedy
9029,"Electra Glide in Blue",1973,Action|Crime
9034,"Blind Horizon",2003,Drama|Thriller
9035,"Islands in the Stream",1977,Drama
9040,Hawaii,1966,Drama
9064,"House of D",2004,Drama
9065,Palindromes,2004,Adventure|Comedy|Drama
9073,"xXx: State of the Union",2005,Action|Adventure|Crime|Thriller
9075,"Kingdom of Heaven",2005,Action|Drama|Romance|War
9076,"House of Wax",2005,Horror|Thriller
9079,"Mysterious Skin",2004,Drama|Mystery
9080,Mischief,1985,Comedy|Romance
9083,"San Francisco",1936,Drama|Musical|Romance
9088,"Road House",1948,Drama|Film-Noir
9090,"Off the Map",2003,Comedy|Drama
9096,"Star Wars: Episode III - Revenge of the Sith",2005,Action|Adventure|Fantasy|Sci-Fi
9097,"Kicking & Screaming",2005,Comedy
9098,Monster-in-Law,2005,Comedy|Romance
9102,"9 Songs",2004,Drama|Romance
9104,Simon,2004,Comedy|Drama
9107,Somersault,2004,Drama
9111,"Dominion: Prequel to the Exorcist",2005,Horror|Thriller
9113,"Saving Face",2004,Comedy|Drama|Romance
9114,"Cinderella Man",2005,Drama|Romance
9116,"Lords of Dogtown",2005,Action|Comedy|Drama
9119,"Mr. & Mrs. Smith",2005,Action|Adventure|Comedy|Romance|Thriller
9123,Parineeta,2005,Drama|Musical|Romance
9125,"It's All Gone Pete Tong",2004,Comedy|Drama|Musical
9128,"Batman Begins",2005,Action|Crime
9130,"My Summer of Love",2004,Drama|Romance
9131,Heights,2004,Drama
9134,"Saint Ralph",2004,Comedy|Drama
9137,"Land of the Dead",2005,Action|Horror|Thriller
9138,Bewitched,2005,Comedy|Fantasy|Romance
9140,"Me and You and Everyone We Know",2005,Comedy|Drama
9145,"Room Service",1938,Comedy
9146,"At the Circus",1939,Comedy|Musical
9147,"War of the Worlds",2005,Action|Adventure|Sci-Fi|Thriller
9148,Gambit,1966,Comedy|Crime
9149,"Billion Dollar Brain",1967,Drama|Thriller
9151,Rebound,2005,Comedy
9154,"Fantastic Four",2005,Action|Adventure|Fantasy|Sci-Fi
9158,"Wedding Crashers",2005,Comedy|Romance
9163,"Twin Sitters",1994,Thriller
9166,"Hustle & Flow",2005,Crime|Drama
9167,Hardware,1990,Action|Horror|Sci-Fi
9170,"Bad News Bears",2005,Children|Comedy
9174,"Sky High",2005,Action|Adventure|Children|Comedy
9175,Stealth,2005,Action|Adventure|Sci-Fi|Thriller
9176,"Must Love Dogs",2005,Comedy|Romance
9178,"Twice in a Lifetime",1985,Drama
9179,"Georgy Girl",1966,Comedy
9180,Serenity,2005,Action|Adventure|Sci-Fi|Western
9181,"Broken Flowers",2005,Comedy|Drama
9188,Junebug,2005,Comedy|Drama
9189,"Deuce Bigalow: European Gigolo",2005,Comedy
9191,"Four Brothers",2005,Action|Crime|Drama
9193,Asylum,2005,Romance|Thriller
9194,"Pretty Persuasion",2005,Comedy|Drama
9195,"Grizzly Man",2005,Documentary
9197,"Prime Cut",1972,Action|Crime|Drama
9203,"My Date with Drew",2004,Comedy|Documentary|Romance
9204,Duma,2005,Adventure|Drama
9206,"Red Eye",2005,Drama|Thriller
9207,"Man of the West",1958,Western
9208,Dreamchild,1985,Drama|Fantasy|Romance
9211,Valiant,2005,Adventure|Animation|Children|Comedy|Fantasy|War
9215,Undiscovered,2005,Comedy|Drama|Romance
9220,"Just Like Heaven",2005,Comedy|Romance
9222,"Lord of War",2005,Action|Crime|Drama|Romance|Thriller|War
9223,Venom,2005,Horror|Thriller
9225,"Everything Is Illuminated",2005,Adventure|Comedy|Drama
9226,Thumbsucker,2005,Comedy|Drama
9230,"In Old Chicago",1937,Action|Drama|Musical|War
9232,"Revenge of the Ninja",1983,Action|Drama
9233,"Go West",1940,Comedy|Musical|Western
9235,Gertrud,1964,Drama
9237,Doom,2005,Action|Horror|Sci-Fi
9238,Domino,2005,Crime|Drama|Thriller
9243,Woyzeck,1979,Drama
9245,Flightplan,2005,Action|Drama|Thriller
9246,"Corpse Bride",2005,Animation|Comedy|Fantasy|Musical|Romance
9249,"Oliver Twist",2005,Drama
9251,Capote,2005,Crime|Drama
9254,"Roll Bounce",2005,Comedy|Drama|Romance
9258,MirrorMask,2005,Adventure|Children|Drama|Fantasy
9263,"Kiss Kiss Bang Bang",2005,Action|Comedy|Mystery|Thriller
9266,"Darwin's Nightmare",2004,Documentary
9270,Goal!,2005,Drama
9273,Factotum,2005,Drama
9275,"In Her Shoes",2005,Comedy|Drama
9279,"Two for the Money",2005,Drama
9280,"Separate Lies",2005,Drama|Romance
9282,"Brokeback Mountain",2005,Drama|Romance
9283,Elizabethtown,2005,Comedy|Drama|Romance
9284,"North Country",2005,Drama
9285,"Good Night, and Good Luck.",2005,Crime|Drama|Film-Noir
9286,"Dreamer: Inspired by a True Story",2005,Children|Drama
9291,"C.S.A.: The Confederate States of America",2004,Comedy|Drama
9297,Shopgirl,2005,Comedy|Drama|Romance
9299,"Where the Truth Lies",2005,Drama|Thriller
9308,"Saw II",2005,Horror|Thriller
9309,Prime,2005,Comedy|Drama|Romance
9315,Manderlay,2005,Drama
9316,"Nine Lives",2005,Drama
9319,Revolver,2005,Crime|Drama|Thriller
9320,Jarhead,2005,Action|Drama|War
9322,"Chicken Little",2005,Action|Adventure|Animation|Children|Comedy|Sci-Fi
9323,"Dead Man's Shoes",2004,Crime|Thriller
9327,"Get Rich or Die Tryin'",2005,Action|Crime|Drama|Musical
9328,"Just Friends",2005,Comedy|Romance
9329,Syriana,2005,Drama|Thriller
9330,"Calamari Union",1985,Comedy
9332,"Pride & Prejudice",2005,Drama|Romance
9333,"Wolf Creek",2005,Crime|Horror|Mystery|Thriller
9336,"Harry Potter and the Goblet of Fire",2005,Adventure|Fantasy|Thriller
9338,"Walk the Line",2005,Drama|Musical|Romance
9339,Rent,2005,Drama|Musical|Romance
9342,C.R.A.Z.Y.,2005,Comedy|Drama
9343,"Lonesome Jim",2005,Drama|Romance
9344,"Sarah Silverman: Jesus Is Magic",2005,Comedy|Musical
9345,"Bee Season",2005,Drama
9346,"Breakfast on Pluto",2005,Comedy|Drama
9353,Hondo,1953,Western
9357,"Match Point",2005,Crime|Drama|Romance
9361,"Paradise Now",2005,Drama|Thriller|War
9364,"King Kong",2005,Action|Adventure|Drama|Fantasy|Thriller
9365,"Memoirs of a Geisha",2005,Drama|Romance
9368,"Kiss of Death",1947,Crime|Drama|Film-Noir
9373,"Look Both Ways",2005,Drama
9374,"Mozart and the Whale",2005,Comedy|Drama|Romance
9375,"They Died with Their Boots On",1941,Drama|Romance|War|Western
9377,Munich,2005,Action|Crime|Drama|Thriller
9379,Transamerica,2005,Adventure|Comedy|Drama
9380,"Rumor Has It...",2005,Comedy|Drama|Romance
9381,"Cheaper by the Dozen 2",2005,Adventure|Comedy
9382,"Fun with Dick and Jane",2005,Comedy|Crime
9384,Casanova,2005,Action|Adventure|Comedy|Drama|Romance
9387,"Dirty Love",2005,Comedy|Romance
9389,"Keeping Mum",2005,Comedy|Drama|Film-Noir
9393,"7 Faces of Dr. Lao",1964,Fantasy|Mystery|Western
9397,"49th Parallel",1941,Adventure|Drama|Thriller|War
9399,BloodRayne,2005,Action|Fantasy|Horror
9400,Hostel,2005,Horror
9401,"Grandma's Boy",2006,Comedy
9403,"Glory Road",2006,Drama
9404,"Last Holiday",2006,Comedy
9406,"April's Shower",2003,Comedy|Romance
9407,"Underworld: Evolution",2006,Action|Fantasy|Horror
9408,"Looking for Comedy in the Muslim World",2005,Comedy
9410,Cul-de-sac,1966,Comedy|Crime|Drama|Thriller
9417,Bandidas,2006,Action|Comedy|Crime|Western
9419,Annapolis,2006,Drama
9420,"Big Momma's House 2",2006,Action|Comedy|Crime
9421,"Nanny McPhee",2005,Children|Comedy|Fantasy
9422,"Final Destination 3",2006,Horror|Mystery|Thriller
9425,"Madame Curie",1943,Drama
9426,"Imagine Me & You",2005,Comedy|Drama|Romance
9429,"Curious George",2006,Adventure|Animation|Children|Comedy
9430,Firewall,2006,Crime|Drama|Thriller
9432,"When a Stranger Calls",2006,Horror|Thriller
9435,"Neil Young: Heart of Gold",2006,Documentary|Musical
9436,Freedomland,2006,Crime|Drama
9437,"Winter Passing",2005,Drama
9438,"Eight Below",2006,Action|Adventure|Drama
9439,"Date Movie",2006,Comedy|Romance
9440,"Running Scared",2006,Action|Crime|Thriller
9441,"Madea's Family Reunion",2006,Comedy|Drama
9442,Doogal,2006,Animation|Children
