movieid,actorid,actor_movie_rank
8362,2312022,4
8363,1571276,1
8363,3200097,2
8363,1866247,3
8363,3160181,4
8366,445754,1
8366,2992174,2
8366,603513,3
8366,3540989,4
8367,233547,1
8367,1456129,2
8367,912701,3
8367,2675021,4
8368,3814540,1
8368,55944,2
8368,433595,3
8368,3330329,4
8371,3078210,1
8371,1170286,2
8371,257502,3
8371,2113134,4
8375,1537592,1
8375,3606603,2
8375,671919,3
8375,2711838,4
8377,2843450,1
8377,1866247,2
8377,5106,3
8377,472501,4
8378,233547,1
8378,1866247,2
8378,3431726,3
8378,603513,4
8380,1571276,1
8380,2433900,2
8380,3597115,3
8380,1010390,4
8381,1543857,1
8381,2406777,2
8381,3100734,3
8381,3719697,4
8385,1454680,1
8385,1650021,2
8385,498826,3
8385,1481025,4
8387,2433900,1
8387,87083,2
8387,350560,3
8387,239386,4
8389,2433900,1
8389,734360,2
8389,3802770,3
8389,87083,4
8391,2959608,1
8391,1126538,2
8391,2782564,3
8391,1126605,4
8394,3486288,1
8394,862369,2
8394,505274,3
8394,728323,4
8396,941618,1
8396,2839655,2
8396,2351719,3
8396,3262213,4
8397,2990818,1
8397,1112023,2
8397,2000241,3
8397,2731854,4
8402,3198558,1
8402,862433,2
8402,353133,3
8402,905052,4
8405,1700820,1
8405,3163658,2
8405,3109455,3
8405,32608,4
8408,3932391,1
8408,1031001,2
8408,3427296,3
8408,1242527,4
8416,772176,1
8416,2846703,2
8416,2524667,3
8416,3851284,4
8419,1284195,1
8419,3031754,2
8419,1850878,3
8419,3676855,4
8429,266432,1
8429,1024283,2
8429,939952,3
8429,877895,4
8432,2433900,1
8432,3487002,2
8432,2433969,3
8432,3566007,4
8436,315811,1
8436,1687793,2
8436,818274,3
8436,380715,4
8442,3505167,1
8442,3941613,2
8442,2028900,3
8442,2341245,4
8448,1301866,1
8448,3706961,2
8448,1166873,3
8448,1463773,4
8451,2433900,1
8451,606556,2
8451,3460579,3
8451,2320829,4
8457,3908285,1
8457,870737,2
8457,1263566,3
8457,891119,4
8458,596720,1
8458,3430523,2
8458,31113,3
8458,2956365,4
8459,982803,1
8459,1700820,2
8459,1110782,3
8459,1914136,4
8465,1451607,1
8465,2874941,2
8465,2506955,3
8465,1681518,4
8468,3087262,1
8468,718017,2
8468,2711434,3
8468,515731,4
8470,1301866,1
8470,525814,2
8470,2749118,3
8470,2930498,4
8473,2628931,1
8473,734360,2
8473,1112023,3
8473,3830822,4
8474,897530,1
8474,3579707,2
8474,281275,3
8474,2064862,4
8475,264174,1
8475,2789260,2
8475,1804975,3
8475,2037713,4
8477,1408536,1
8477,2878498,2
8477,749245,3
8477,1605301,4
8480,629063,1
8480,542238,2
8480,792188,3
8480,852475,4
8482,3769920,1
8482,1568901,2
8482,1648329,3
8482,229518,4
8483,745330,1
8483,1076767,2
8483,3512577,3
8483,2706810,4
8487,250978,1
8487,2947857,2
8487,3121245,3
8487,1928871,4
8489,774556,1
8489,2767392,2
8489,618016,3
8489,3807422,4
8491,1837965,1
8491,1853892,2
8491,498951,3
8491,3599605,4
8494,3637702,1
8494,2469326,2
8494,1843746,3
8494,333151,4
8497,1463258,1
8497,124952,2
8497,2936398,3
8497,1934746,4
8498,1631014,1
8498,1250073,2
8498,1727930,3
8498,1679262,4
8502,906691,1
8502,1724647,2
8502,3829720,3
8502,3896095,4
8505,2065523,1
8505,856095,2
8505,3568033,3
8505,3899238,4
8513,906691,1
8513,3890240,2
8513,212276,3
8513,2528868,4
8518,2515147,1
8518,657741,2
8518,2166112,3
8518,462136,4
8520,2465104,1
8520,2790755,2
8520,1843746,3
8520,1489465,4
8522,284210,1
8522,3174808,2
8522,3265318,3
8522,1226337,4
8534,1771377,1
8534,2020690,2
8534,1572681,3
8534,896267,4
8535,2039161,1
8535,1688417,2
8535,2788271,3
8535,2191983,4
8536,775007,1
8536,128639,2
8536,1599364,3
8536,145140,4
8538,256830,1
8538,454314,2
8538,2000353,3
8538,1203451,4
8540,748808,1
8540,2002176,2
8540,3630782,3
8540,3253332,4
8541,584294,1
8541,1969932,2
8541,3251912,3
8541,1015702,4
8542,3084103,1
8542,1931290,2
8542,1933207,3
8542,2625836,4
8544,860643,1
8544,3600747,2
8544,1180264,3
8544,1920081,4
8545,110606,1
8545,283398,2
8545,1590869,3
8545,1490126,4
8547,390556,1
8547,260226,2
8547,1430684,3
8547,409806,4
8548,680245,1
8548,719241,2
8548,1093691,3
8548,14729,4
8550,2276628,1
8550,440743,2
8550,1610811,3
8550,3472411,4
8551,2398411,1
8551,3326418,2
8551,374560,3
8551,467026,4
8556,2223796,1
8556,959400,2
8556,1477090,3
8556,3360720,4
8558,1692713,1
8558,2099153,2
8558,1534002,3
8558,766374,4
8560,393735,1
8560,110606,2
8560,739569,3
8560,2879976,4
8562,1558542,1
8562,2950858,2
8562,2047584,3
8562,476832,4
8563,153692,1
8563,993095,2
8563,2129717,3
8563,3411588,4
8564,851206,1
8564,432153,2
8564,3053793,3
8564,3595305,4
8566,2474536,1
8566,1687793,2
8566,1579803,3
8566,430122,4
8575,1198941,1
8575,58568,2
8575,1325336,3
8575,154833,4
8576,479096,1
8576,3737926,2
8576,1642499,3
8576,2379199,4
8579,222384,1
8579,2689553,2
8579,2285665,3
8579,2478277,4
8581,2607411,1
8581,1928871,2
8581,1034770,3
8581,1127202,4
8582,565786,1
8582,3297870,2
8582,3838815,3
8582,2661957,4
8584,642688,1
8584,2454190,2
8584,3406560,3
8584,1737482,4
8585,468366,1
8585,3648412,2
8585,3468901,3
8585,136152,4
8586,2062006,1
8586,3266729,2
8586,1995503,3
8586,435861,4
8590,2354209,1
8590,1726960,2
8590,3603224,3
8590,3532550,4
8591,906691,1
8591,2602501,2
8591,2109766,3
8591,2417332,4
8593,1050317,1
8593,446957,2
8593,2794581,3
8593,3779999,4
8594,1771377,1
8594,938435,2
8594,1698048,3
8594,3930859,4
8601,571873,1
8601,1764842,2
8601,3406560,3
8601,3260461,4
8602,2062006,1
8602,740384,2
8602,1707502,3
8602,2767355,4
8605,2498223,1
8605,854439,2
8605,566748,3
8605,1811385,4
8610,606633,1
8610,3035958,2
8610,1639373,3
8610,3610310,4
8614,1014802,1
8614,2658140,2
8614,471348,3
8614,278672,4
8618,72605,1
8618,1319919,2
8618,275726,3
8618,435734,4
8627,2090271,1
8627,189892,2
8627,196667,3
8627,957278,4
8632,3152041,1
8632,1165834,2
8632,1532231,3
8632,170601,4
8637,2078037,1
8637,2224650,2
8637,3824315,3
8637,1906134,4
8642,2196606,1
8642,3916025,2
8642,653829,3
8642,3204137,4
8645,1083177,1
8645,639698,2
8645,3562037,3
8645,1295576,4
8650,1622638,1
8650,581248,2
8650,2813375,3
8650,3909956,4
8652,1321528,1
8652,3017359,2
8652,3925606,3
8652,1193928,4
8660,546034,1
8660,1272636,2
8660,2610411,3
8660,418996,4
8664,834137,1
8664,1859245,2
8664,3395051,3
8664,3048841,4
8665,2485527,1
8665,1411574,2
8665,1422700,3
8665,2547230,4
8666,863224,1
8666,566951,2
8666,2025667,4
8667,690315,1
8667,1786240,2
8667,3481324,3
8667,3564834,4
8671,367723,1
8671,3283242,2
8671,1398215,3
8671,1590325,4
8672,2164669,1
8673,1158835,1
8673,2612736,2
8673,3228385,3
8673,2604559,4
8680,2168055,1
8680,1291730,2
8680,2128663,3
8680,2165726,4
8684,153233,1
8684,1216953,2
8684,351804,3
8684,1495727,4
8688,3064972,1
8688,1238561,2
8688,3587970,3
8688,442833,4
8693,2339191,1
8693,301243,2
8693,2838118,3
8693,1917830,4
8695,1475393,1
8695,2090294,2
8695,3435753,3
8695,1474864,4
8698,2276628,1
8698,979167,2
8698,3091118,3
8698,873511,4
8712,2149503,1
8712,3489936,2
8712,2482172,3
8712,432803,4
8726,675926,1
8726,1488574,2
8726,1644839,3
8726,2886226,4
8731,2015522,1
8731,3278139,2
8731,3859983,3
8731,3265318,4
8732,516230,1
8732,966785,2
8732,1030624,3
8732,1423584,4
8734,47142,1
8734,1816974,2
8734,983967,3
8734,118876,4
8737,3650160,1
8737,2312229,2
8737,2187482,3
8737,2476334,4
8738,1551807,1
8738,1394209,2
8738,3361932,3
8738,1005023,4
8741,478362,1
8741,933141,2
8741,738165,3
8741,3075953,4
8744,1853425,1
8744,817901,2
8744,1909560,3
8744,3505557,4
8745,493313,1
8745,1169105,2
8745,1504832,3
8745,1584773,4
8748,1854707,1
8748,1458641,2
8748,3351559,3
8748,3242182,4
8753,1393739,1
8753,3890985,2
8753,2635819,3
8753,2655578,4
8754,3840476,1
8754,1217841,2
8754,1631114,3
8754,1145843,4
8755,1390470,1
8755,3505557,2
8755,2634468,3
8755,1598389,4
8757,982848,1
8757,2339354,2
8757,921941,3
8757,2320074,4
8758,1075306,1
8758,3194161,2
8758,1932656,3
8758,3468210,4
8760,1236760,1
8760,2425150,2
8760,1621363,3
8760,3685395,4
8762,1648049,1
8762,2260550,2
8762,825427,3
8762,1008083,4
8764,641533,1
8764,860413,2
8764,990180,3
8764,2094441,4
8765,2741501,1
8765,2444021,2
8765,3707117,3
8765,2293829,4
8768,1062152,1
8768,2612736,2
8768,2266262,3
8768,3094759,4
8772,637425,1
8772,3781744,2
8772,755967,3
8772,153509,4
8774,1502265,1
8774,518410,2
8774,1744711,3
8774,887142,4
8777,396877,1
8777,1410591,1
8777,616860,3
8777,1136779,4
8779,565786,1
8779,987727,2
8779,1170039,3
8779,2689164,4
8784,2164669,1
8784,2694346,2
8784,848753,3
8784,1019772,4
8786,1853425,1
8786,858554,2
8786,3156906,3
8786,3082961,4
8787,542238,1
8787,2197978,2
8787,1001713,3
8787,3769920,3
8791,2281306,1
8791,3567265,2
8791,3586730,3
8791,61344,4
8793,1803556,1
8793,2934777,2
8793,1479937,3
8793,2484249,4
8794,1164513,1
8794,3901865,2
8794,3842202,3
8794,1500800,4
8799,606556,1
8799,1856144,2
8799,3162727,3
8799,1007054,4
8804,1445367,1
8804,691697,2
8804,3631764,3
8804,3932753,4
8806,1517170,1
8806,3802770,1
8806,2862368,2
8806,207066,3
8811,2899572,1
8811,2652691,2
8811,1011871,3
8811,603513,4
8813,2575990,1
8813,570774,2
8813,940110,3
8813,3947367,4
8814,2475553,1
8814,2867197,2
8814,3554679,3
8814,3900035,4
8816,1382454,1
8816,914809,2
8816,3065909,3
8816,519452,4
8818,3401158,1
8818,2408259,2
8818,2303246,3
8818,107915,4
8823,1654035,1
8823,2635819,2
8823,2180579,3
8823,2830385,4
8826,1083177,1
8826,727205,2
8826,1683913,3
8826,3842202,4
8827,1164553,1
8827,3178827,2
8827,1023864,3
8827,3187957,4
8831,3894592,1
8831,995262,2
8831,515252,3
8831,3914857,4
8832,458838,1
8832,273070,2
8832,3279549,3
8832,2294032,4
8835,1010240,1
8835,3899242,2
8835,1954161,3
8835,1842603,4
8836,3041,1
8836,470374,2
8836,3042872,3
8836,751922,4
8842,2991079,1
8842,2392683,2
8842,3572291,3
8842,1306440,4
8843,872868,1
8843,3515002,2
8843,1831339,3
8843,306175,4
8844,1072668,1
8844,291607,2
8844,1908598,3
8844,845450,4
8846,1043631,1
8846,2822139,2
8846,1355926,3
8846,2157129,4
8847,1031001,1
8847,245880,2
8847,1489465,3
8847,289440,4
8848,2309938,1
8848,1957688,2
8848,1034985,3
8848,702408,4
8849,501376,1
8849,3544384,2
8849,581348,3
8849,2263177,4
8852,1829680,1
8852,2892448,2
8852,2409878,3
8852,356424,4
8860,952910,1
8860,720541,2
8860,322458,3
8860,2655416,4
8861,1049512,1
8861,3301462,2
8861,2579215,3
8861,236301,4
8862,2131839,1
8862,3599993,2
8862,602906,3
8862,2329949,4
8864,1996684,1
8864,400700,2
8864,1661633,3
8864,2803737,4
8865,2430898,1
8865,2867955,2
8865,3373136,3
8865,3447369,4
8869,584294,1
8869,2532241,2
8869,2600377,3
8869,2657154,4
8870,935145,1
8870,1071648,2
8870,3228423,3
8870,3894088,4
8875,458838,1
8875,1537592,2
8875,1836024,3
8875,600389,4
8878,1755068,1
8878,506042,2
8878,2490964,3
8878,3880674,4
8879,2906468,1
8879,2423432,2
8879,2757215,3
8879,3754455,4
8881,3612508,1
8881,3684389,2
8881,3677909,3
8881,3250073,4
8890,982803,1
8890,3304231,2
8890,2352278,3
8890,3509956,4
8897,494503,1
8897,712104,2
8897,1015332,3
8897,3744966,4
8898,1015702,1
8898,512041,2
8898,2429764,3
8898,732105,4
8900,3584357,1
8900,969073,2
8900,2620591,3
8900,1185448,4
8901,1892087,1
8901,3898471,2
8901,1260631,3
8901,1021526,4
8902,1174609,1
8902,494272,2
8902,687024,3
8902,687040,4
8907,1700820,1
8907,3316837,2
8907,622086,3
8907,3121248,4
8911,2461633,1
8911,3814540,2
8911,3922657,3
8911,1434913,4
8914,788715,1
8914,3862800,2
8914,503249,3
8914,933141,4
8915,458838,1
8915,2875940,2
8915,1517170,3
8915,951396,4
8919,2996841,1
8919,491103,2
8919,2562580,3
8919,601735,4
8926,2718821,1
8926,756879,2
8926,2931381,3
8926,1358016,4
8930,2914348,1
8930,940290,2
8930,1781042,3
8930,1576393,4
8931,2853400,1
8931,3448494,2
8931,2914668,3
8931,2588441,4
8935,2312401,1
8935,3813562,2
8935,2369664,3
8935,377600,4
8937,96558,1
8937,191345,2
8937,3540582,3
8937,2092082,4
8938,2476829,1
8938,1817602,2
8938,185791,3
8938,3110365,4
8939,2558605,1
8939,2665816,2
8939,2681348,3
8939,263611,4
8942,906691,1
8942,3360805,2
8942,760264,3
8942,3394871,4
8945,2869150,1
8945,725106,2
8945,3253849,3
8945,3369417,4
8948,566748,1
8948,1163531,2
8948,1554302,3
8948,2090292,4
8958,1162405,1
8958,485305,2
8958,2928180,3
8958,483017,4
8966,150824,1
8966,3300335,2
8966,452102,3
8966,1153249,4
8967,3274046,1
8967,1313494,2
8967,2991530,3
8967,741655,4
8973,186510,1
8973,1028824,2
8973,3427064,3
8973,1928416,4
8974,2959130,1
8974,3596424,2
8974,1928871,3
8974,2039473,4
8976,1112023,1
8976,2413292,2
8976,1608780,3
8976,551461,4
8978,3826054,1
8978,2828120,2
8978,3763182,3
8978,1965647,4
8979,2088936,1
8979,1772742,2
8979,3639449,3
8979,1803556,4
8981,2724050,1
8981,3207820,2
8981,1608516,3
8981,2087298,4
8982,1388108,1
8982,1253701,2
8982,3659289,3
8982,3689471,4
8983,2963771,1
8983,2707238,2
8983,3019879,3
8983,2599279,4
8994,3109455,1
8994,1935500,2
8994,1482199,3
8994,273070,4
8995,3754849,1
8995,236629,2
8995,3711759,3
8995,3487901,4
8998,89493,1
8998,1482199,2
8998,2936075,3
8998,273070,4
8999,2461633,1
8999,606711,2
8999,2652691,3
8999,1730166,4
9000,2196040,1
9000,454030,2
9000,433179,3
9000,3883065,4
9003,99281,1
9003,2789103,2
9003,2185355,3
9003,748808,4
9011,2055190,1
9011,1333460,2
9011,2360997,3
9011,225435,4
9012,233547,1
9012,1882993,2
9012,2344519,3
9012,2658990,4
9016,2572909,1
9016,2599279,2
9016,2680758,3
9016,243852,4
9020,1480185,1
9020,2532241,2
9020,2823711,3
9020,1395789,4
9021,2639982,1
9021,687952,2
9021,2169386,3
9021,1166401,4
9025,316652,1
9025,1230456,2
9025,367719,3
9025,1898982,4
9028,2177848,1
9028,3522390,2
9028,692077,3
9028,1310421,4
9029,221795,1
9029,316701,2
9029,1987863,3
9029,3613707,4
9034,1190192,1
9034,2741501,2
9034,2092739,3
9034,2476714,4
9035,2058827,1
9035,967829,2
9035,1951586,3
9035,3838815,4
9035,231384,4
9040,2593221,1
9040,2399711,2
9040,939952,3
9040,906691,4
9064,2518006,1
9064,2474536,2
9064,3278139,3
9064,2622641,4
9065,682987,1
9065,3549646,2
9065,303288,3
9065,3728933,4
9073,506840,1
9073,1072668,2
9073,1049512,3
9073,2167403,4
9075,924329,1
9075,2090294,2
9075,2816414,3
9075,638575,4
9076,2828380,1
9076,1611854,2
9076,2358018,3
9076,3097142,4
9079,657058,1
9079,2437275,2
9079,3229096,3
9079,3301394,4
9080,1494829,1
9080,3763300,2
9080,3568607,3
9080,1631926,4
9083,772176,1
9083,3321669,2
9083,2309938,3
9083,1010390,4
9088,3314347,1
9088,2464830,2
9088,3105607,3
9088,2461633,4
9090,2706311,1
9090,2847620,2
9090,2579770,3
9090,655754,4
9096,1490600,1
9096,3563010,2
9096,412301,3
9096,1484101,4
9097,708940,1
9097,631042,2
9097,588670,3
9097,3885710,4
9098,3303116,1
9098,2959130,2
9098,2366764,3
9098,3783897,4
9102,1680146,1
9102,3764661,2
9104,803292,1
9104,973040,2
9104,3298540,3
9104,3126348,4
9107,2810042,1
9107,541906,2
9107,3549785,3
9107,114419,4
9111,2127822,1
9111,1419772,2
9111,2654751,3
9111,480388,4
9113,3233986,1
9113,2774742,2
9113,2774849,3
9113,2420880,4
9114,487944,1
9114,3950799,2
9114,814977,3
9114,208265,4
9116,1936018,1
9116,995262,2
9116,2852379,3
9116,1424589,4
9119,1808442,1
9119,3161739,2
9119,2369664,3
9119,281625,4
9123,1183974,1
9123,2627436,2
9123,630466,3
9123,3411661,4
9125,1162405,1
9125,2643346,2
9125,3328371,3
9125,2478228,4
9128,129112,1
9128,329797,2
9128,1639373,3
9128,3106118,4
9130,3568325,1
9130,2683228,2
9130,453268,3
9130,67754,4
9131,2124189,1
9131,2115617,2
9131,2093178,3
9131,1548025,4
9134,318292,1
9134,1146039,2
9134,1804975,3
9134,3109208,4
9137,125812,1
9137,1309137,2
9137,1015702,3
9137,2603755,4
9138,3202684,1
9138,708940,2
9138,3324109,3
9138,329797,4
9140,953017,1
9140,3170638,2
9140,2281769,3
9140,1879805,4
9145,1451755,1
9145,1451719,2
9145,1451761,3
9145,2628931,4
9146,1451755,1
9146,1451719,2
9146,1451761,3
9146,125128,4
9147,488824,1
9147,2934777,2
9147,3505557,3
9147,395008,4
9148,3324109,1
9148,329797,2
9148,1354586,3
9148,353806,4
9149,329797,1
9149,1409563,2
9149,172854,3
9149,1011871,4
9151,1292135,1
9151,3622532,2
9151,1525533,3
9151,2022728,4
9154,884808,1
9154,2572909,2
9154,677740,3
9154,404725,4
9158,2481470,1
9158,2369664,2
9158,2411110,3
9158,3370069,4
9163,1758051,1
9163,1757587,2
9163,473802,3
9163,473842,4
9166,1024208,1
9166,61523,2
9166,3338944,3
9166,3087125,4
9167,1481501,1
9167,1821677,2
9167,1483828,3
9167,1381503,4
9170,2284269,1
9170,1198397,2
9170,3064225,3
9170,3229100,4
9174,69794,1
9174,1983799,2
9174,3568607,3
9174,3514396,4
9175,1370783,1
9175,2671286,2
9175,746185,3
9175,2092739,4
9176,3251912,1
9176,498837,2
9176,3537518,3
9176,1813146,4
9178,906691,1
9178,2596385,2
9178,2728498,3
9178,3325762,4
9179,1454680,1
9179,157519,2
9179,3596422,3
9179,3587970,4
9180,715492,1
9180,3823313,2
9180,2325881,3
9180,2621300,4
9181,1611742,1
9181,2863169,2
9181,3719966,3
9181,2969967,4
9188,2842409,1
9188,1246439,2
9188,1662985,3
9188,3849790,4
9189,2046877,1
9189,877083,2
9189,1234201,3
9189,2055190,4
9191,2408326,1
9191,817901,2
9191,184266,3
9191,961634,4
9193,3610484,1
9193,241698,2
9193,1326615,3
9193,1493948,4
9194,3926618,1
9194,2407202,2
9194,837357,3
9194,3682709,4
9195,981928,1
9197,1451607,1
9197,906691,2
9197,3820914,3
9197,2409962,4
9203,2639982,1
9203,104368,2
9203,3578172,3
9203,312321,4
9204,1528826,1
9204,2058183,2
9204,3331688,3
9204,3197252,4
9206,3370069,1
9206,1609790,2
9206,475921,3
9206,3159341,4
9207,458838,1
9207,3300888,2
9207,433179,3
9207,1681006,4
9208,2717145,1
9208,1008198,2
9208,778422,3
9208,2809255,4
9211,1490600,1
9211,811575,2
9211,497768,3
9211,280177,4
9215,3143979,1
9215,2205344,2
9215,1741404,3
9215,2951995,4
9220,3922726,1
9220,1978197,2
9220,1353586,3
9220,3750782,4
9222,328662,1
9222,3439520,2
9222,1321092,3
9222,3834577,4
9223,2718014,1
9223,1071603,2
9223,3588205,3
9223,471119,4
9225,1043703,1
9225,2495559,2
9225,1996527,3
9225,3115289,4
9226,170387,1
9226,268578,2
9226,504044,3
9226,664885,4
9230,1830726,1
9230,2938774,2
9230,55944,3
9230,2701192,4
9232,1229572,1
9232,2393274,2
9232,763600,3
9232,1930638,4
9233,1451755,1
9233,1451719,2
9233,1451761,3
9233,359502,4
9235,3534603,1
9235,1968271,2
9235,1940873,3
9235,1720429,4
9237,2342321,1
9237,3550151,2
9237,1706469,3
9237,514910,4
9238,3216582,1
9238,1969932,2
9238,1873544,3
9238,1339409,4
9243,1198941,1
9243,3364132,2
9243,1894205,3
9243,2070587,4
9245,2963551,1
9245,2026408,2
9245,165479,3
9245,2647343,4
9246,565786,1
9246,2689164,2
9246,3892747,3
9246,3841185,4
9249,422602,1
9249,2230214,2
9249,1500800,3
9249,628390,4
9251,3400715,1
9251,3761133,2
9251,1002089,3
9251,82757,4
9254,1594697,1
9254,1475070,2
9254,3019879,3
9254,1114632,4
9258,3278149,1
9258,150482,2
9258,298824,3
9258,3379883,4
9263,608635,1
9263,1190192,2
9263,3419943,3
9263,196667,4
9266,3481887,1
9266,2406642,2
9266,1899001,3
9266,1678112,4
9270,888822,1
9270,1810385,2
9270,2800475,3
9270,169627,4
9273,584294,1
9273,3799426,2
9273,724599,3
9273,2193456,4
9275,2873867,1
9275,1596970,2
9275,2798681,3
9275,309648,4
9279,1724647,1
9279,1480185,2
9279,3649029,3
9279,98791,4
9280,2467415,1
9280,3892747,2
9280,3479351,3
9280,2425220,4
9282,1300636,1
9282,901175,2
9282,1853434,3
9282,3554885,4
9283,227835,1
9283,2899766,2
9283,3670798,3
9283,128645,4
9284,3807179,1
9284,498591,2
9284,3541534,3
9284,3375959,4
9285,515252,1
9285,2206239,2
9285,2693193,3
9285,2558563,4
9286,1983799,1
9286,2934777,2
9286,1240418,3
9286,3713761,4
9291,1201692,1
9291,3525508,2
9291,3026675,3
9291,2477558,4
9297,1444419,1
9297,2836344,2
9297,2054675,3
9297,3919458,4
9299,116733,1
9299,719241,2
9299,3299593,3
9299,956543,4
9308,177548,1
9308,3735445,2
9308,2408311,3
9308,1213900,4
9309,3813562,1
9309,3769726,2
9309,870990,3
9309,6931,4
9315,3113589,1
9315,534448,2
9315,832213,3
9315,506840,4
9316,2752482,1
9316,2625714,2
9316,2016014,3
9316,2889926,4
9319,2183075,1
9319,1342347,2
9319,1752165,3
9319,184266,4
9320,901175,1
9320,2026408,2
9320,1389842,2
9320,746185,3
9320,1349858,3
9320,218526,4
9320,742498,4
9322,264214,1
9322,1438714,2
9322,1213249,3
9322,2196606,4
9323,453268,1
9323,2207914,2
9323,1164635,3
9323,2491603,4
9327,559,1
9327,27586,2
9327,2719953,3
9327,1541454,4
9328,1906617,1
9328,3730286,2
9328,2935752,3
9328,1206315,4
9329,1672431,1
9329,431226,2
9329,2409439,3
9329,1813146,4
9330,669891,1
9330,964834,2
9330,1041103,3
9330,1133699,4
9332,3216582,1
9332,3613911,2
9332,3550151,3
9332,3334713,4
9333,1086974,1
9333,3328393,2
9333,3428990,3
9333,1794623,4
9336,2231545,1
9336,2165242,2
9336,2265335,3
9336,1860883,4
9338,1795681,1
9338,3922726,2
9338,3020821,3
9338,1755068,4
9339,215738,1
9339,2954264,2
9339,2965391,3
9339,3259985,4
9342,501919,1
9342,881643,2
9342,3572241,3
9342,2352434,4
9343,17842,1
9343,466536,2
9343,3554679,3
9343,367719,4
9344,3718572,1
9344,1825954,2
9344,3718543,3
9344,1691269,4
9345,809646,1
9345,2673558,2
9345,2821718,3
9345,1546980,4
9346,1609790,1
9346,1119559,2
9346,2674587,3
9346,1639373,4
9353,2433900,1
9353,3509958,2
9353,239386,3
9353,1752766,4
9357,1908517,1
9357,87643,2
9357,1162405,3
9357,848035,4
9361,2619188,1
9361,8186,2
9361,1632365,3
9361,1671864,4
9364,3893631,1
9364,218275,2
9364,281628,3
9364,1238561,4
9365,3492563,1
9365,1050890,2
9365,1408053,3
9365,2978920,4
9368,1465327,1
9368,600389,2
9368,3029615,3
9368,2461633,4
9373,3225999,1
9373,2789683,2
9373,2935703,3
9373,997945,4
9374,944714,1
9374,3413531,2
9374,439681,3
9374,3193322,4
9375,731668,1
9375,2849778,2
9375,1174163,3
9375,864061,4
9377,133171,1
9377,478362,2
9377,992830,3
9377,1156124,4
9379,3143152,1
9379,3118189,2
9379,314997,3
9379,1710479,4
9380,2595895,1
9380,470697,2
9380,3324109,3
9380,1978197,4
9381,1444419,1
9381,1324612,2
9381,3120951,3
9381,2444227,4
9382,358175,1
9382,3278139,2
9382,128645,3
9382,1093389,4
9384,1300636,1
9384,3406791,2
9384,1060304,3
9384,1811385,4
9387,3371828,1
9387,2276255,2
9387,2913441,3
9387,2437566,4
9389,101860,1
9389,3688730,2
9389,3734298,3
9389,2228802,4
9393,1874662,1
9393,2907689,2
9393,1681006,3
9393,667560,4
9397,807962,1
9397,1825408,2
9397,1366407,3
9397,1390654,4
9399,3299944,1
9399,1398215,2
9399,529318,3
9399,2015140,4
9400,977195,1
9400,1913498,2
9400,887962,3
9400,3461032,4
9401,2746767,1
9401,474641,2
9401,516956,3
9401,3165323,4
9403,1370783,1
9403,1374719,2
9403,1653346,3
9403,2396369,4
9404,3578353,1
9404,1348041,2
9404,1043631,3
9404,673308,4
9406,2786128,1
9406,2886508,2
9406,879083,3
9406,2424176,4
9407,2650305,1
9407,2167403,2
9407,497114,3
9407,1073531,4
9408,3350928,1
9408,2728397,2
9408,1096632,3
9408,283398,4
9410,1811872,1
9410,2887336,2
9410,2178790,3
9410,1390682,4
9417,2823711,1
9417,3076964,2
9417,2532241,3
9417,2520743,4
9419,749056,1
9419,733545,2
9419,1747719,3
9419,2408311,4
9420,1292135,1
9420,3301462,2
9420,3571456,3
9420,1323070,4
9421,3810650,1
9421,719241,2
9421,3321711,3
9421,281469,4
9422,3921049,1
9422,1521358,2
9422,1313036,3
9422,3157436,4
9425,2992174,1
9425,1798351,2
9425,2312022,3
9425,155685,4
9426,3535130,1
9426,3078778,2
9426,848035,3
9426,3130164,4
9429,2443859,1
9429,708940,2
9429,161227,3
9429,1324612,4
9429,2648326,4
9430,737113,1
9430,3326418,2
9430,3684900,3
9430,185791,4
9432,2654869,1
9432,724992,2
9432,2757658,3
9432,3811626,4
9435,2525589,1
9435,3067890,2
9435,1167095,3
9435,1698020,4
9436,1072668,1
9436,3426176,2
9436,2933450,3
9436,651789,4
9437,2867959,1
9437,1283268,2
9437,170942,3
9437,3485438,4
9438,2413133,1
9438,872868,2
9438,2682129,3
9438,2819679,4
9439,3061927,1
9439,337981,2
9439,3421264,3
9439,877083,4
9440,2413133,1
9440,277151,2
9440,2936168,3
9440,1733191,4
9441,1781042,1
9441,2340377,2
9441,3907210,3
9441,1216582,4
9442,2255977,1
9442,687952,2
9442,2196219,3
9442,3014781,4
9443,3168573,1
9443,277151,2
9443,406221,3
9443,68671,4
9444,3299546,1
9444,1803530,2
9444,2605924,3
9444,3836181,4
9447,2476829,1
9447,203107,2
9447,1590962,3
9447,3761642,4
9449,1480185,1
9449,3520350,2
9449,2867959,3
9449,151628,4
9452,2662703,1
9452,2393195,2
9452,380823,3
9452,2171700,4
9455,692749,1
9455,3076964,2
9455,2223796,3
9455,2613454,4
9457,2731923,1
9457,2254681,2
9457,3588205,3
9457,1121442,4
9459,581911,1
9459,1938676,2
9459,1800526,3
9459,550321,4
9460,2427794,1
9460,1720534,2
9460,2963551,3
9460,1813146,4
9461,417248,1
9461,3545440,2
9461,1663740,3
9461,1399524,4
9462,3619481,1
9462,3281140,2
9462,3528500,3
9462,1485671,4
9467,183867,1
9467,1354586,2
